Date,BBCA,BYAN,TPIA,BBRI,BMRI,DSSA,TLKM,ASII,BBNI,ICBP
2021-11-26,6571.3818359375,2249.57763671875,1743.4022216796875,3269.184814453125,2786.689697265625,5000.0,3498.512451171875,4306.76220703125,2834.22265625,8353.9765625
2021-11-27,6571.3818359375,2249.57763671875,1743.4022216796875,3269.184814453125,2786.689697265625,5000.0,3498.512451171875,4306.76220703125,2834.22265625,8353.9765625
2021-11-28,6571.3818359375,2249.57763671875,1743.4022216796875,3269.184814453125,2786.689697265625,5000.0,3498.512451171875,4306.76220703125,2834.22265625,8353.9765625
2021-11-29,6684.29248046875,2258.1474609375,1768.3079833984375,3277.043701171875,2816.126708984375,4980.0,3611.930908203125,4361.509765625,2865.1416015625,8353.9765625
2021-11-30,6571.3818359375,2369.554931640625,1762.0816650390625,3214.1748046875,2747.440673828125,4950.0,3481.0634765625,4215.51806640625,2803.30419921875,7953.92724609375
2021-12-01,6593.9638671875,2369.554931640625,1724.7230224609375,3206.316162109375,2776.877685546875,4950.0,3559.583740234375,4124.2724609375,2741.466552734375,8401.041015625
2021-12-02,6774.6201171875,2371.69775390625,1706.0435791015625,3300.61962890625,2825.938720703125,5400.0,3629.379638671875,4270.26416015625,2813.6103515625,8330.4443359375
2021-12-03,6661.7099609375,2330.990966796875,1737.17578125,3277.043701171875,2806.314453125,5400.0,3550.859375,4197.26806640625,2772.38525390625,8189.25048828125
2021-12-04,6661.7099609375,2330.990966796875,1737.17578125,3277.043701171875,2806.314453125,5400.0,3550.859375,4197.26806640625,2772.38525390625,8189.25048828125
2021-12-05,6661.7099609375,2330.990966796875,1737.17578125,3277.043701171875,2806.314453125,5400.0,3550.859375,4197.26806640625,2772.38525390625,8189.25048828125
2021-12-06,6639.1279296875,2275.287353515625,1706.0435791015625,3229.891845703125,2816.126708984375,5400.0,3638.10400390625,4124.2724609375,2823.916748046875,8236.3154296875
2021-12-07,6639.1279296875,2226.010498046875,1718.4964599609375,3324.195556640625,2865.188232421875,5400.0,3620.655029296875,4325.01171875,2906.36669921875,8236.3154296875
2021-12-08,6706.87451171875,2245.29248046875,1737.17578125,3308.478271484375,2806.314453125,5400.0,3568.308349609375,4233.76611328125,2823.916748046875,8259.8466796875
2021-12-09,6639.1279296875,2219.583251953125,1743.4022216796875,3292.7607421875,2884.812744140625,5275.0,3620.655029296875,4379.75830078125,2813.6103515625,8424.5732421875
2021-12-10,6661.7099609375,2271.001953125,1762.0816650390625,3245.609130859375,2825.938720703125,4950.0,3620.655029296875,4325.01171875,2792.998046875,8330.4443359375
2021-12-11,6661.7099609375,2271.001953125,1762.0816650390625,3245.609130859375,2825.938720703125,4950.0,3620.655029296875,4325.01171875,2792.998046875,8330.4443359375
2021-12-12,6661.7099609375,2271.001953125,1762.0816650390625,3245.609130859375,2825.938720703125,4950.0,3620.655029296875,4325.01171875,2792.998046875,8330.4443359375
2021-12-13,6593.9638671875,2273.14453125,1830.5723876953125,3269.184814453125,2796.502197265625,4900.0,3559.583740234375,4306.76220703125,2823.916748046875,8236.3154296875
2021-12-14,6593.9638671875,2275.287353515625,1843.0252685546875,3245.609130859375,2816.126708984375,4900.0,3577.03271484375,4288.51416015625,2834.22265625,8189.25048828125
2021-12-15,6593.9638671875,2262.43212890625,1824.345947265625,3300.61962890625,2855.3759765625,4885.0,3559.583740234375,4379.75830078125,2834.22265625,8283.3798828125
2021-12-16,6571.3818359375,2228.153076171875,1793.2137451171875,3253.4677734375,2845.5634765625,4875.0,3577.03271484375,4233.76611328125,2782.691650390625,8236.3154296875
2021-12-17,6774.6201171875,2313.85107421875,1843.0252685546875,3229.891845703125,2806.314453125,4875.0,3577.03271484375,4233.76611328125,2782.691650390625,8283.3798828125
2021-12-18,6774.6201171875,2313.85107421875,1843.0252685546875,3229.891845703125,2806.314453125,4875.0,3577.03271484375,4233.76611328125,2782.691650390625,8283.3798828125
2021-12-19,6774.6201171875,2313.85107421875,1843.0252685546875,3229.891845703125,2806.314453125,4875.0,3577.03271484375,4233.76611328125,2782.691650390625,8283.3798828125
2021-12-20,6661.7099609375,2313.85107421875,1780.760986328125,3237.75048828125,2776.877685546875,4875.0,3559.583740234375,4142.521484375,2772.38525390625,8306.9111328125
2021-12-21,6661.7099609375,2288.141845703125,1780.760986328125,3206.316162109375,2806.314453125,4900.0,3629.379638671875,4124.2724609375,2762.0791015625,8236.3154296875
2021-12-22,6616.5458984375,2313.85107421875,1768.3079833984375,3182.740478515625,2767.065185546875,4900.0,3585.75732421875,4106.02392578125,2731.16015625,8165.7177734375
2021-12-23,6593.9638671875,2277.429443359375,1786.9873046875,3222.033447265625,2776.877685546875,4900.0,3629.379638671875,4179.01953125,2741.466552734375,8259.8466796875
2021-12-24,6593.9638671875,2305.281494140625,1793.2137451171875,3198.45751953125,2767.065185546875,4900.0,3585.75732421875,4142.521484375,2772.38525390625,8212.7822265625
2021-12-25,6593.9638671875,2305.281494140625,1793.2137451171875,3198.45751953125,2767.065185546875,4900.0,3585.75732421875,4142.521484375,2772.38525390625,8212.7822265625
2021-12-26,6593.9638671875,2305.281494140625,1793.2137451171875,3198.45751953125,2767.065185546875,4900.0,3585.75732421875,4142.521484375,2772.38525390625,8212.7822265625
2021-12-27,6639.1279296875,2305.281494140625,1805.6666259765625,3190.5986328125,2747.440673828125,4900.0,3559.583740234375,4142.521484375,2782.691650390625,8142.18505859375
2021-12-28,6639.1279296875,2271.001953125,1805.6666259765625,3214.1748046875,2767.065185546875,4900.0,3568.308349609375,4179.01953125,2762.0791015625,8189.25048828125
2021-12-29,6593.9638671875,2271.001953125,1799.440185546875,3206.316162109375,2786.689697265625,4900.0,3559.583740234375,4197.26806640625,2772.38525390625,8165.7177734375
2021-12-30,6593.9638671875,2313.85107421875,1824.345947265625,3229.891845703125,2757.2529296875,4900.0,3524.68603515625,4160.77001953125,2782.691650390625,8189.25048828125
2021-12-31,6593.9638671875,2313.85107421875,1824.345947265625,3229.891845703125,2757.2529296875,4900.0,3524.68603515625,4160.77001953125,2782.691650390625,8189.25048828125
2022-01-01,6593.9638671875,2313.85107421875,1824.345947265625,3229.891845703125,2757.2529296875,4900.0,3524.68603515625,4160.77001953125,2782.691650390625,8189.25048828125
2022-01-02,6593.9638671875,2313.85107421875,1824.345947265625,3229.891845703125,2757.2529296875,4900.0,3524.68603515625,4160.77001953125,2782.691650390625,8189.25048828125
2022-01-03,6616.5458984375,2245.29248046875,1805.6666259765625,3284.902099609375,2767.065185546875,4995.0,3646.828369140625,4179.01953125,2772.38525390625,8118.6533203125
2022-01-04,6684.29248046875,2271.001953125,1799.440185546875,3269.184814453125,2816.126708984375,4995.0,3638.10400390625,4215.51806640625,2896.060302734375,8259.8466796875
2022-01-05,6729.45654296875,2264.574951171875,1811.89306640625,3308.478271484375,2757.2529296875,4995.0,3533.410400390625,4069.525390625,2865.1416015625,8306.9111328125
